id	customer	project	activity	ddate	duration	title	username
116	Neontribe	Neontribe website	Project management and meetings	2018-11-20 10:00:00	5400	Whole team content priority meeting	katjam
117	Neontribe	Neontribe website	Project management and meetings	2018-11-20 16:00:00	7200	Trello wrangling and slack discussions post whole team content priorty meet around prep for protoyping.	katjam
119	Neontribe	Neontribe website	Project management and meetings	2018-11-20 10:00:00	5400	Meeting to discuss prioritising user stories, infrastructure and content.	rose.neontribe
121	Neontribe	Neontribe website	Project management and meetings	2018-11-20 16:00:00	5400	discussion + catchup	RobRogers
123	Neontribe	Neontribe website	Project management and meetings	2018-11-21 14:00:00	3600	Trello wrangle & prototyping prep	katjam
130	Neontribe	Neontribe website	Project management and meetings	2018-11-20 10:00:00	7200	User story priority call and subsequent discussion	nick
145	Neontribe	Neontribe website	Project management and meetings	2018-11-20 13:15:00	4500	Project team meeting	Jermalkl
149	Neontribe	Neontribe website	Project management and meetings	2018-11-20 11:30:00	4500	All staff meeting to vote on tickets	Jermalkl
150	Neontribe	Neontribe website	Project management and meetings	2018-11-01 11:30:00	3600	Initial website company meeting.	Andy Barnes
151	Neontribe	Neontribe website	Project management and meetings	2018-11-13 11:45:00	3600	Vote on tickets	Andy Barnes
161	Neontribe	Neontribe website	Project management and meetings	2018-12-06 14:45:00	4500	neontribe website redesign discussion, contact us, interaction, content.	Andy Barnes
164	Neontribe	Neontribe website	Project management and meetings	2018-12-06 11:45:00	21600	MVP meeting and moving trello to git meeting and actions	katjam
167	Neontribe	Neontribe website	Project management and meetings	2018-12-05 11:45:00	7200	Project related wrangling and comments in realtime	katjam
171	Neontribe	Neontribe website	Project management and meetings	2018-12-07 12:00:00	7200	Trello to git wrangle and connecting people for conversations	katjam
176	Neontribe	Neontribe website	Project management and meetings	2018-12-10 15:30:00	10800	Migrate content from trello to git	katjam
212	Neontribe	Neontribe website	Project management and meetings	2019-01-09 11:00:00	2700	Scheduling and planning meeting	nick
251	Neontribe	Neontribe website	Project management and meetings	2019-01-21 15:52:00	3600	Prep for flow workshop	katjam
275	Neontribe	Neontribe website	Project management and meetings	2018-11-13 16:07:00	3600	Meeting re the content	rose.neontribe
276	Neontribe	Neontribe website	Project management and meetings	2018-11-20 16:08:00	5400	Meeting re the content	rose.neontribe
277	Neontribe	Neontribe website	Project management and meetings	2018-11-27 16:08:00	900	Meeting to plan next steps	rose.neontribe
278	Neontribe	Neontribe website	Project management and meetings	2018-12-05 16:09:00	3600	Review realtime board	rose.neontribe
279	Neontribe	Neontribe website	Project management and meetings	2019-01-28 16:09:00	4500	Updating current website with new projects and people bios	rose.neontribe
280	Neontribe	Neontribe website	Project management and meetings	2018-12-12 16:10:00	1800	Update website project page with Haven	rose.neontribe
281	Neontribe	Neontribe website	Project management and meetings	2019-01-23 16:11:00	5400	Scope MVP	rose.neontribe
355	Neontribe	Neontribe website	Project management and meetings	2019-02-12 10:00:00	1800	Catch-up/ progress meeting	katjam
381	Neontribe	Neontribe website	Project management and meetings	2019-02-19 10:00:00	3600	MVP prototype catch-up meeting.	katjam
391	Neontribe	Neontribe website	Project management and meetings	2019-02-12 10:00:00	1800	Update call	nick
406	Neontribe	Neontribe website	Project management and meetings	2019-02-19 12:15:00	2700	Website update call	nick
461	Neontribe	Neontribe website	Project management and meetings	2019-02-26 10:00:00	1800	Progress chat and issue tidy	katjam
684	Neontribe	Neontribe website	Project management and meetings	2019-04-09 10:00:00	900	Catch-up - info to Ollie	katjam
802	Neontribe	Neontribe website	Project management and meetings	2019-04-23 10:00:00	3600	catch up	katjam
274	Neontribe	Neontribe website	General support	2018-10-31 16:07:00	1800	Narrow down user stories for Trello	rose.neontribe
148	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2018-11-29 11:30:00	4500	Smoke testing	Jermalkl
152	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2018-11-12 11:45:00	29700	NULL	Jermalkl
154	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2018-11-30 15:30:00	7200	Setting up .csv file for timesheet reporting	Jermalkl
181	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2018-12-11 09:32:00	900	NULL	neontribe
231	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2019-01-17 10:36:00	3600	Produce a timesheet report from Kimai	Jermalkl
232	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2019-01-17 11:10:00	2700	Timesheet reporting coniguration and testing	Jermalkl
246	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2019-01-22 15:08:00	10800	Producing timesheets, setting up new projects	Jermalkl
257	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2019-01-28 09:50:00	900	NULL	Jermalkl
258	Kimai Timesheet Reporting	Kimai support	Testing timesheet reports	2019-01-28 09:58:00	3600	Setting up a new timesheet template	Jermalkl
1	Kimai Timesheet Reporting	Kimai support	Ongoing development support	2019-03-14 10:02:00	21480	Fixing broken SQL	tobias
10	Kimai Timesheet Reporting	Kimai support	Ongoing development support	2019-03-19 10:00:00	21600	More sql backup / restore wrangling	tobias
187	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Monthly patching and maintenance	2019-01-04 13:48:00	3600	Worcester issue investigation	neil
188	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Monthly patching and maintenance	2019-01-04 13:49:00	4800	monthly scans and weekly meetings, setting up momo drop box accnt	neil
230	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Monthly patching and maintenance	2019-01-14 09:00:00	10800	monthly patching, maintenance and reboot of all momo infra, followed by backup retreival from all hosts.	Andy Barnes
245	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Monthly patching and maintenance	2019-01-21 09:11:00	7200	momo weekly backups	Andy Barnes
284	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Monthly patching and maintenance	2019-01-28 10:36:00	7200	weekly backups	Andy Barnes
186	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	MOMO ISO27001 general process	2019-01-04 13:47:00	28800	Neil to london for day with Yvonne 18th Dec	neil
183	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-02 12:09:00	21600	Worcs dashboard loading bug diagnose and temp fix	katjam
184	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-04 11:27:00	5400	3000 - create and deploy app_user data patch to staging	katjam
194	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-04 16:22:00	3600	Chat with Neil about infosec & apply hotfix patch to live	katjam
201	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-09 17:56:00	14400	Organisation distance confirmation. Fake user investigation. New worker type. app_user hotfix card create	katjam
203	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-02 10:00:00	14400	Investigate corrupt app_user issue	nick
210	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-07 15:16:00	900	Support	katjam
211	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-10 15:20:00	1800	Pre-standup report and maintenance/support	katjam
215	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-09 15:00:00	3600	New meeting type and unusual activity investigation	nick
229	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-14 10:48:00	1800	Thoughts and conversation around spam accounts.	katjam
249	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-22 15:50:00	3600	User stats spec. With Rose and Yvonne	katjam
255	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-25 15:57:00	7200	User stats query spec	katjam
256	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	Ongoing development support	2019-01-25 16:32:00	7200	Timesheet wrangling on Kimai to reflect correct formatting and formulas	Jermalkl
185	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	General product management time	2019-01-04 11:28:00	1800	Weekly standup	katjam
237	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	General product management time	2019-01-18 11:14:00	1800	Standup	katjam
238	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	General product management time	2019-01-17 11:15:00	28800	Insights mapping	katjam
247	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	General product management time	2019-01-23 15:11:00	10800	Setting up timesheet template	Jermalkl
250	Mind of my Own	Support and Maintenance (6 weeks) 17 Dec 2018 - 25 Jan 2019	General product management time	2019-01-22 15:51:00	10800	Prep for scoping	katjam
189	Neontribe	Devops	Infrastructure	2019-01-02 14:21:00	14400	Created a LTSP server to provide PXE clients	tobias
190	Neontribe	Devops	Infrastructure	2019-01-03 14:25:00	14400	LTSP Armfh root	tobias
191	Neontribe	Devops	Infrastructure	2019-01-03 14:26:00	7200	What happened to neonfreenas?	tobias
192	Neontribe	Devops	Infrastructure	2019-01-04 14:28:00	10800	Restore script for docker volumes.	tobias
193	Neontribe	Devops	Infrastructure	2019-01-04 14:29:00	14400	Built VLAN test in vagrant	tobias
195	Neontribe	Devops	Infrastructure	2019-01-07 13:19:00	3600	Tested and evaluated LTSP on PI	tobias
198	Neontribe	Devops	Infrastructure	2019-01-08 13:21:00	1800	Fixed Calibre	tobias
200	Neontribe	Devops	Infrastructure	2019-01-08 15:42:00	10800	LTSP now auths against LDAP with shred home spaces	tobias
202	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-02 10:00:00	10800	Payment controller update and seed creation	nick
204	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-07 15:12:00	3600	Bug fix and code review	katjam
205	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-08 15:13:00	10800	Voucher payment confirmation seeds. Bug investigation. Tidy release code. and review.	katjam
206	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-09 15:14:00	3600	Code review	katjam
207	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-10 15:15:00	900	Code review	katjam
208	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-03 10:00:00	21600	Payment controller update, voucher state progression	nick
209	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-04 10:00:00	23400	Payment controller update, scanner issue	nick
218	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-07 10:00:00	23400	Payment request\nhttps://github.com/neontribe/ARCVService/pull/247	nick
227	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-07 09:00:00	25200	Report runner	Charlie
228	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-04 09:00:00	25200	Report runner	Charlie
295	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-08 10:00:00	21600	Voucher state migration, PR fixes	nick
296	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-09 10:00:00	19800	View tests and styling bugs\nhttps://github.com/neontribe/ARCVService/pull/251\nhttps://github.com/neontribe/ARCVService/pull/252	nick
314	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-10 10:00:00	12600	Scanner delay, bugfixes\nhttps://github.com/neontribe/ARCVService/pull/256ARC	nick
321	Alexandra Rose Charity	ARC Applications	Sprint Development Time	2019-01-11 10:00:00	14400	Code review, email issues, improve scanner input\nhttps://github.com/neontribe/ARCVService/pull/258	nick
219	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-11 15:32:00	18000	Testing and PR CR	Charlie
223	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-09 09:00:00	25200	Testing and bug fixing	Charlie
224	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-08 09:00:00	18000	Testing and bug fixing	Charlie
225	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-10 15:42:00	25200	Testing and bugfixing	Charlie
287	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-14 10:43:00	21600	Deploy	Charlie
288	Alexandra Rose Charity	ARC Applications	Testing Time	2019-01-15 10:43:00	7200	Deploy checking.	Charlie
220	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-01-11 15:33:00	1800	Fortnightly catchup	Charlie
226	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-01-08 15:43:00	1800	Tuesday Sprint focus	Charlie
286	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-01-21 10:41:00	3600	ARC washup	Charlie
322	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-02-08 12:31:00	5400	Fortnightly call, taking meeting notes and publishing	Jermalkl
332	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-02-08 15:57:00	3600	Trello gardening	Jermalkl
411	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-01-21 10:15:00	3600	Wash up call	nick
455	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-02-25 12:02:00	3600	Bugs and Tech debt discussion	Jermalkl
587	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-03-08 15:48:00	3600	Fortnightly stand up and minute taking	Jermalkl
614	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-03 14:00:00	3600	Testing definitions and flow with Amanda	Jermalkl
646	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-04 10:02:00	5400	Discussing Faiths email with charlie, ticket issues& requests raised	Jermalkl
653	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-05 13:55:00	3600	Fortnightly meeting and minute taking	Jermalkl
708	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-08 10:00:00	3600	Roadmapping and trello mamanegement	Charlie
774	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-16 17:33:00	1800	Process discussion with Amanda	Jermalkl
788	Alexandra Rose Charity	ARC Applications	Project Management and Meetings	2019-04-18 12:15:00	2700	Fortnightly catch up and meeting notes	Jermalkl
199	Alexandra Rose Charity	ARC Applications	Maintenance Tasks	2019-01-08 13:21:00	2700	Moved time sheeting to kimai	tobias
537	Alexandra Rose Charity	ARC Applications	Maintenance Tasks	2019-02-25 10:00:00	21600	inputting all the data for hackney new centres\nsetting up users etc.	Charlie
542	Alexandra Rose Charity	ARC Applications	Maintenance Tasks	2019-02-26 10:00:00	7200	Fixing some more users for hackney	Charlie
285	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-01-18 10:38:00	3600	Check the emails are flowing with correct links	Charlie
290	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-01-29 13:00:00	10800	https://github.com/neontribe/ARCVService/tree/1.5/1245-hotfix-voucher-cleaning	Charlie
297	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-01-31 09:06:00	3600	Add new user for SK https://trello.com/c/q66oBA2l/275-trader-set-up-st	Charlie
312	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-02-05 17:03:00	3600	confirm this is the case https://trello.com/c/JRJjphfr/798-check-that-this-card-doesnt-require-one-redeploy	Charlie
315	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-02-05 11:55:00	3600	Voucher collection issues and feedback from 1st Place  https://trello.com/c/B4ku5Cxh/279-voucher-collection	Jermalkl
378	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-02-19 09:50:00	3600	Investigating a possible voucher collection history issue	Jermalkl
446	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-02-25 10:27:00	1800	trello wrangling	Jermalkl
483	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-03-04 10:10:00	3600	H&F data wrangling	Jermalkl
731	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-03-14 10:00:00	60	bughinting and hotfixing in 1stplace	Charlie
777	Alexandra Rose Charity	ARC Applications	Ongoing Support	2019-04-17 14:36:00	3600	Voucher creation for https://trello.com/c/dXrCauOj/321-new-vouchers-ordered	Jermalkl
196	Neontribe	Timesheet	Development	2019-01-07 13:19:00	21600	Timeshite trying to generate a custom template for time entry	tobias
197	Neontribe	Timesheet	Development	2019-01-08 13:20:00	7200	Switched timeshite back to standard display	tobias
36	Haven	2019 Development work	Project management tasks	2019-03-14 10:00:00	3600	Catch-up and code review / issue wrangle	katjam
48	Haven	2019 Development work	Project management tasks	2019-03-22 10:00:00	1800	Catch-up call	katjam
75	Haven	2019 Development work	Project management tasks	2019-03-11 11:30:00	900	Update call	nick
214	Haven	2019 Development work	Project management tasks	2019-01-11 15:22:00	5400	Issue wrangle prep for sprint scope/ plan meeting	katjam
216	Haven	2019 Development work	Project management tasks	2019-01-11 15:22:00	3600	Upgrade framework	katjam
222	Haven	2019 Development work	Project management tasks	2019-01-04 15:39:00	1800	Kick off call for 2019 work	katjam
235	Haven	2019 Development work	Project management tasks	2019-01-16 11:12:00	7200	Upgrade framework	katjam
236	Haven	2019 Development work	Project management tasks	2019-01-16 11:13:00	3600	Issue wrangle & progress updates	katjam
239	Haven	2019 Development work	Project management tasks	2019-01-18 11:15:00	7200	Call about GA, issues and timeline + research before	katjam
254	Haven	2019 Development work	Project management tasks	2019-01-25 15:56:00	9000	Stats and analytics + catchup chat including timeline & people days set	katjam
263	Haven	2019 Development work	Project management tasks	2019-01-18 11:03:00	5400	Weekly catchup	rose.neontribe
264	Haven	2019 Development work	Project management tasks	2019-01-25 11:04:00	2700	Digital Campaign Catch Up	rose.neontribe
265	Haven	2019 Development work	Project management tasks	2019-01-25 11:04:00	3600	Weekly catch-up	rose.neontribe
335	Haven	2019 Development work	Project management tasks	2019-02-04 10:00:00	1800	Catch-up	katjam
337	Haven	2019 Development work	Project management tasks	2019-02-05 10:00:00	1800	Catch-up	katjam
398	Haven	2019 Development work	Project management tasks	2019-01-16 10:30:00	1800	Update call	nick
469	Haven	2019 Development work	Project management tasks	2019-02-28 10:00:00	7200	Scoping	katjam
472	Haven	2019 Development work	Project management tasks	2019-02-27 10:00:00	1800	Prep for scoping GA questions with Rose	katjam
499	Haven	2019 Development work	Project management tasks	2019-03-05 12:00:00	5400	Digital Campaign Catch Up with Holly and thinkings	rose.neontribe
501	Haven	2019 Development work	Project management tasks	2019-03-05 12:01:00	4980	Catch up call	rose.neontribe
502	Haven	2019 Development work	Project management tasks	2019-03-05 13:23:00	1800	Copy for Facebook slideshow advert	rose.neontribe
